291.9422641,769.0975053,27.73260726
318.8683457,1852.824882,43.04445239
347.8256017,3470.161422,58.90807603
378.7470704,4133.091472,64.28912406
412.9422269,3564.75216,59.70554547
450.5933559,2686.348443,51.82999559
492.0650273,1864.442361,43.17918898
535.8915219,1217.593347,34.89403026
584.5987872,831.9541823,28.84361597
637.3312005,522.5623675,22.85962308
694.5463338,353.8643405,18.81128226
757.4606599,219.4073047,14.81240375
825.3896804,126.2228925,11.2348962
900.4761728,73.14935594,8.552739675
981.5631859,66.91260395,8.180012466